,Open,High,Low,Close,Adj Close,Volume
2025-04-14 18:26:36.309604,391.3757597299655,392.38413930107197,385.6624031852413,391.3757597299655,391.3757597299655,9109642
2025-04-15 18:26:36.309604,378.4345682444775,383.85837212182594,376.5452366538711,378.4345682444775,378.4345682444775,3508384
2025-04-16 18:26:36.309604,385.4499031964502,389.2672654489959,379.37920122702616,385.4499031964502,385.4499031964502,8999882
2025-04-17 18:26:36.309604,379.474006683506,379.5911899107426,376.5884330211886,379.474006683506,379.474006683506,2797355
2025-04-18 18:26:36.309604,385.3153702867421,391.90564031116736,383.21164656140184,385.3153702867421,385.3153702867421,6168879
2025-04-21 18:26:36.309604,386.6471069739019,387.0377585227737,385.8171089806428,386.6471069739019,386.6471069739019,4740630
2025-04-22 18:26:36.309604,398.3667587710809,398.60674554697164,397.45881467718334,398.3667587710809,398.3667587710809,8147288
2025-04-23 18:26:36.309604,405.08095146051033,408.7893612512954,404.0797322085335,405.08095146051033,405.08095146051033,3902667
2025-04-24 18:26:36.309604,409.2290226453699,417.1658262788007,404.3034585083275,409.2290226453699,409.2290226453699,2892091
2025-04-25 18:26:36.309604,406.95531832467606,413.40228305464626,401.25555039704153,406.95531832467606,406.95531832467606,2685186
2025-04-28 18:26:36.309604,412.0662375615795,416.9528072464574,404.0317551136363,412.0662375615795,412.0662375615795,8787731
2025-04-29 18:26:36.309604,410.8513741391853,413.961237603122,410.68294856662715,410.8513741391853,410.8513741391853,8923580
2025-04-30 18:26:36.309604,414.73601962993064,421.0604355483911,411.8003324316515,414.73601962993064,414.73601962993064,9622924
2025-05-01 18:26:36.309604,391.74284417834724,394.32252409123015,387.2506376937208,391.74284417834724,391.74284417834724,7748736
2025-05-02 18:26:36.309604,386.41864272659944,393.1495530439152,382.35613146602793,386.41864272659944,386.41864272659944,1267980
2025-05-05 18:26:36.309604,397.57987641686236,405.0199587249772,390.85533478514986,397.57987641686236,397.57987641686236,2511151
2025-05-06 18:26:36.309604,402.3301851103476,407.4658862792997,394.41934505675493,402.3301851103476,402.3301851103476,2072319
2025-05-07 18:26:36.309604,407.3413173416992,411.3894409071099,405.41246357343806,407.3413173416992,407.3413173416992,1229511
2025-05-08 18:26:36.309604,389.60029188655386,390.6015580303108,384.4153791119806,389.60029188655386,389.60029188655386,7976467
2025-05-09 18:26:36.309604,383.91822453274517,386.97284599724634,382.137634593373,383.91822453274517,383.91822453274517,4548701
2025-05-12 18:26:36.309604,374.2217374527696,374.4835673495824,370.7069580601301,374.2217374527696,374.2217374527696,9916411
2025-05-13 18:26:36.309604,378.19296514269456,383.73370631838964,372.7239936643302,378.19296514269456,378.19296514269456,4083036
2025-05-14 18:26:36.309604,392.4338757196628,399.1402746146545,389.35889538489926,392.4338757196628,392.4338757196628,2358974
2025-05-15 18:26:36.309604,399.9143944730062,400.88677785452376,394.2480072178098,399.9143944730062,399.9143944730062,3108534
2025-05-16 18:26:36.309604,409.1471077130877,412.2952981397368,403.6176281982282,409.1471077130877,409.1471077130877,9212147
2025-05-19 18:26:36.309604,398.081507625432,401.513098774785,397.07486570298465,398.081507625432,398.081507625432,8083050
2025-05-20 18:26:36.309604,404.09769164709996,411.557486974246,396.0495301541841,404.09769164709996,404.09769164709996,1897225
2025-05-21 18:26:36.309604,396.698896034059,399.00709300948836,389.4041626940989,396.698896034059,396.698896034059,1897032
2025-05-22 18:26:36.309604,387.14986951834686,389.55737162751586,380.9264094554233,387.14986951834686,387.14986951834686,1905679
2025-05-23 18:26:36.309604,392.1343346008297,392.50145719248854,387.3514344386029,392.1343346008297,392.1343346008297,6539697
2025-05-26 18:26:36.309604,401.1082720009602,407.809999629163,393.11581024967165,401.1082720009602,401.1082720009602,5721660
2025-05-27 18:26:36.309604,397.34052208895173,403.37724607171526,394.27781115968173,397.34052208895173,397.34052208895173,7357534
2025-05-28 18:26:36.309604,397.99588014412495,398.66902456411617,393.06974081123826,397.99588014412495,397.99588014412495,1548904
2025-05-29 18:26:36.309604,389.21186293138766,390.02780683939807,388.7132585197553,389.21186293138766,389.21186293138766,6352774
2025-05-30 18:26:36.309604,394.0317861760848,394.67750258083055,387.76279607357714,394.0317861760848,394.0317861760848,1306607
2025-06-02 18:26:36.309604,391.1414531856063,393.2684574509222,384.99106454563366,391.1414531856063,391.1414531856063,2374491
2025-06-03 18:26:36.309604,391.5271262779648,393.9043402449469,384.7780361488944,391.5271262779648,391.5271262779648,6742843
2025-06-04 18:26:36.309604,395.6690312681051,402.57340957782134,395.3093455835524,395.6690312681051,395.6690312681051,4170151
2025-06-05 18:26:36.309604,391.87555078604385,394.8945752719441,389.3414565008504,391.87555078604385,391.87555078604385,2859736
2025-06-06 18:26:36.309604,398.3314388429331,400.8807374857486,392.408858876108,398.3314388429331,398.3314388429331,2173813
2025-06-09 18:26:36.309604,392.9001207861953,393.51076318869843,385.0992181897858,392.9001207861953,392.9001207861953,6619186
2025-06-10 18:26:36.309604,393.9097252938459,400.9732214381587,391.30413796435994,393.9097252938459,393.9097252938459,5232900
2025-06-11 18:26:36.309604,401.31962064853724,403.86386461985205,395.93886024625016,401.31962064853724,401.31962064853724,8564645
