,Open,High,Low,Close,Adj Close,Volume
2025-04-09 20:25:35.873172,249.80033927334944,253.55343565163597,248.3150225549381,249.80033927334944,249.80033927334944,3857242
2025-04-10 20:25:35.873172,258.0661918613159,259.35096108447965,255.15324377355762,258.0661918613159,258.0661918613159,6375002
2025-04-11 20:25:35.873172,253.25959304469097,256.60375408907856,249.47641251060656,253.25959304469097,253.25959304469097,3271742
2025-04-14 20:25:35.873172,247.8653759623879,252.60500360749856,244.47267926966614,247.8653759623879,247.8653759623879,2143212
2025-04-15 20:25:35.873172,246.450584528502,251.06326995456857,245.20161016530116,246.450584528502,246.450584528502,3508288
2025-04-16 20:25:35.873172,246.79397609695903,248.72293232357652,242.2689011777612,246.79397609695903,246.79397609695903,1597751
2025-04-17 20:25:35.873172,246.26894250446898,249.76557804785065,241.36245256590576,246.26894250446898,246.26894250446898,8089574
2025-04-18 20:25:35.873172,239.8554084068565,244.1381677851216,239.6057294010011,239.8554084068565,239.8554084068565,5136086
2025-04-21 20:25:35.873172,232.8507385116741,232.8744428522087,231.95323583848617,232.8507385116741,232.8507385116741,1128104
2025-04-22 20:25:35.873172,238.4424119856823,239.11329644794662,233.85906334977562,238.4424119856823,238.4424119856823,1791525
2025-04-23 20:25:35.873172,242.99848490744202,247.0255616021045,238.77477589582674,242.99848490744202,242.99848490744202,6790811
2025-04-24 20:25:35.873172,244.7790610450977,247.53371860562598,242.63199679753765,244.7790610450977,244.7790610450977,6974665
2025-04-25 20:25:35.873172,239.9044024866184,241.10276579798042,237.43730435485807,239.9044024866184,239.9044024866184,9298493
2025-04-28 20:25:35.873172,236.30310334373712,239.14779854457151,233.57798357472163,236.30310334373712,236.30310334373712,3954160
2025-04-29 20:25:35.873172,245.19944585612066,247.15030781969898,243.64819840410786,245.19944585612066,245.19944585612066,9797734
2025-04-30 20:25:35.873172,245.68549324560155,250.5435614588165,241.49049752279416,245.68549324560155,245.68549324560155,2236995
2025-05-01 20:25:35.873172,249.01107725470783,250.30050227901316,244.7088542858137,249.01107725470783,249.01107725470783,9175098
2025-05-02 20:25:35.873172,240.3794991131859,244.66536168777256,236.64424524609828,240.3794991131859,240.3794991131859,1417351
2025-05-05 20:25:35.873172,243.34001229095787,246.32368723437204,238.47823251050968,243.34001229095787,243.34001229095787,2174594
2025-05-06 20:25:35.873172,252.3492874242075,257.37605001226984,249.9413165611756,252.3492874242075,252.3492874242075,4952207
2025-05-07 20:25:35.873172,251.1855535868785,255.7545160095525,250.50861446911279,251.1855535868785,251.1855535868785,6069411
2025-05-08 20:25:35.873172,243.52140804068668,247.97252776506883,239.7849308532349,243.52140804068668,243.52140804068668,9392430
2025-05-09 20:25:35.873172,241.27080512535517,244.1134033519066,240.7710616569045,241.27080512535517,241.27080512535517,2978405
2025-05-12 20:25:35.873172,248.98997184837398,249.61574316748553,246.87297046977068,248.98997184837398,248.98997184837398,6507521
2025-05-13 20:25:35.873172,242.24789739231426,245.88610214026954,238.65343934485423,242.24789739231426,242.24789739231426,2294231
2025-05-14 20:25:35.873172,237.08052290113673,237.7017740886334,232.33924639342953,237.08052290113673,237.08052290113673,8205642
2025-05-15 20:25:35.873172,223.38179976728082,225.23017731927524,220.84181462763405,223.38179976728082,223.38179976728082,4522724
2025-05-16 20:25:35.873172,239.21549614418387,242.62120613269468,235.07503703192074,239.21549614418387,239.21549614418387,8256018
2025-05-19 20:25:35.873172,231.9778735233394,232.11713079152392,231.45344079399382,231.9778735233394,231.9778735233394,2556086
2025-05-20 20:25:35.873172,228.67163817650186,229.9224057886351,227.9021358627768,228.67163817650186,228.67163817650186,9239687
2025-05-21 20:25:35.873172,235.56376822606668,236.55219644928331,231.98705028479313,235.56376822606668,235.56376822606668,6310207
2025-05-22 20:25:35.873172,229.61463782188972,230.76463384633809,226.7116200084604,229.61463782188972,229.61463782188972,8813762
2025-05-23 20:25:35.873172,233.09484150508283,236.1915376481154,228.542580664106,233.09484150508283,233.09484150508283,9731534
2025-05-26 20:25:35.873172,246.68032831991488,248.63808464542362,243.89165898676796,246.68032831991488,246.68032831991488,1959633
2025-05-27 20:25:35.873172,243.56709372368314,245.49263107367597,239.98665444578327,243.56709372368314,243.56709372368314,2534562
2025-05-28 20:25:35.873172,249.05985326734344,251.4223294434714,248.09284161204965,249.05985326734344,249.05985326734344,7100516
2025-05-29 20:25:35.873172,254.4467771805205,257.77751578247603,252.17514056445822,254.4467771805205,254.4467771805205,2481372
2025-05-30 20:25:35.873172,249.04740012901894,250.82520585576862,248.79930041242298,249.04740012901894,249.04740012901894,3583972
2025-06-02 20:25:35.873172,252.1083553949421,254.5322697714339,247.4830578651227,252.1083553949421,252.1083553949421,8079272
2025-06-03 20:25:35.873172,251.3129131751957,254.14067046834987,249.13917086421904,251.3129131751957,251.3129131751957,2007159
2025-06-04 20:25:35.873172,255.1411470744664,257.4037498894526,253.45588000323804,255.1411470744664,255.1411470744664,8887546
2025-06-05 20:25:35.873172,255.76391678099696,258.6387847030963,253.22978184447445,255.76391678099696,255.76391678099696,9893507
2025-06-06 20:25:35.873172,245.85694680609902,248.25638760718397,241.48732244706758,245.85694680609902,245.85694680609902,6800616
