,Open,High,Low,Close,Adj Close,Volume
2025-04-22 18:23:37.023897,480.2800438679572,489.3987273018781,474.9147792925079,480.2800438679572,480.2800438679572,3468962
2025-04-23 18:23:37.023897,471.8918793514862,480.4228515232177,465.64163527570673,471.8918793514862,471.8918793514862,8820361
2025-04-24 18:23:37.023897,477.67403959110516,480.6047959649219,477.3269430311273,477.67403959110516,477.67403959110516,5737202
2025-04-25 18:23:37.023897,481.23091572203447,487.2268960293568,476.48754336413504,481.23091572203447,481.23091572203447,5695147
2025-04-28 18:23:37.023897,494.7832163554425,495.50661453519456,494.6400282620249,494.7832163554425,494.7832163554425,5921959
2025-04-29 18:23:37.023897,489.5471376730771,490.30731742975047,480.3148428224185,489.5471376730771,489.5471376730771,1483354
2025-04-30 18:23:37.023897,490.0522409941194,491.93000208791335,480.80666992179414,490.0522409941194,490.0522409941194,3126060
2025-05-01 18:23:37.023897,491.64865095565915,491.87480576120004,486.588017416999,491.64865095565915,491.64865095565915,3647018
2025-05-02 18:23:37.023897,487.6095651457216,487.6160607655561,483.33357478967474,487.6095651457216,487.6095651457216,7439541
2025-05-05 18:23:37.023897,487.3556243321412,493.4370551101366,483.441792468213,487.3556243321412,487.3556243321412,2000470
2025-05-06 18:23:37.023897,492.36497643866124,501.20031186504235,486.5162663892784,492.36497643866124,492.36497643866124,9154036
2025-05-07 18:23:37.023897,502.018571095518,507.8257229185148,498.59634311201364,502.018571095518,502.018571095518,7033332
2025-05-08 18:23:37.023897,500.5669968933115,505.3106055936453,494.8366944754702,500.5669968933115,500.5669968933115,8303960
2025-05-09 18:23:37.023897,499.59362493999413,507.1609964355741,498.64231508222446,499.59362493999413,499.59362493999413,4552678
2025-05-12 18:23:37.023897,512.4919122284422,513.516678651313,510.75320483164825,512.4919122284422,512.4919122284422,5867933
2025-05-13 18:23:37.023897,510.1986236340392,512.1102197376875,501.5364112803802,510.1986236340392,510.1986236340392,4997766
2025-05-14 18:23:37.023897,517.270985924124,525.2041565485318,508.8754980816909,517.270985924124,517.270985924124,7024906
2025-05-15 18:23:37.023897,515.8329610458557,516.5999601480892,511.1032619839027,515.8329610458557,515.8329610458557,2323331
2025-05-16 18:23:37.023897,521.3737244011611,524.8161993911539,513.5109432800758,521.3737244011611,521.3737244011611,4980035
2025-05-19 18:23:37.023897,523.0262466057648,525.1819943903716,517.2669447187661,523.0262466057648,523.0262466057648,2664627
2025-05-20 18:23:37.023897,524.7240784102064,534.2163564814747,521.6718094528445,524.7240784102064,524.7240784102064,2702062
2025-05-21 18:23:37.023897,513.0346001110928,516.6425907780846,502.7904897723555,513.0346001110928,513.0346001110928,8212047
2025-05-22 18:23:37.023897,507.31893296620876,513.4348422994422,499.5068991494215,507.31893296620876,507.31893296620876,8619259
2025-05-23 18:23:37.023897,516.2083608581407,520.9110708563173,512.7458063132502,516.2083608581407,516.2083608581407,6965694
2025-05-26 18:23:37.023897,517.1774040512167,523.0624140551081,511.0079005475113,517.1774040512167,517.1774040512167,6877729
2025-05-27 18:23:37.023897,515.6037259251854,522.9602032851244,512.3304465744962,515.6037259251854,515.6037259251854,4070160
2025-05-28 18:23:37.023897,520.4622265511148,524.3402799141419,518.701720020352,520.4622265511148,520.4622265511148,4683094
2025-05-29 18:23:37.023897,528.635171741352,531.5455106547752,524.0962872258494,528.635171741352,528.635171741352,6332626
2025-05-30 18:23:37.023897,523.2364756763291,524.4008099321887,514.2340960252756,523.2364756763291,523.2364756763291,5557537
2025-06-02 18:23:37.023897,535.0948109859409,542.5509703936613,531.4555973972774,535.0948109859409,535.0948109859409,1430595
2025-06-03 18:23:37.023897,536.5619806703296,542.2138094482877,534.4482161799865,536.5619806703296,536.5619806703296,7528412
2025-06-04 18:23:37.023897,552.5921307733967,556.7920161465839,549.5308199500447,552.5921307733967,552.5921307733967,8751411
2025-06-05 18:23:37.023897,551.7145175359822,560.4458359332176,543.6467306576768,551.7145175359822,551.7145175359822,6975272
2025-06-06 18:23:37.023897,552.3769862971103,561.1000063918668,549.7893768611169,552.3769862971103,552.3769862971103,2995363
2025-06-09 18:23:37.023897,552.0822280866236,557.0030605465344,551.3625679394411,552.0822280866236,552.0822280866236,3071952
2025-06-10 18:23:37.023897,550.6454488352025,558.1180661894614,549.8287000739582,550.6454488352025,550.6454488352025,4469703
2025-06-11 18:23:37.023897,550.3235319896293,558.8572768383411,545.6625113719715,550.3235319896293,550.3235319896293,6962143
2025-06-12 18:23:37.023897,547.8520046821201,549.1482348325607,544.718917426512,547.8520046821201,547.8520046821201,6321494
2025-06-13 18:23:37.023897,549.2695711042479,552.9027913115292,540.5598031027411,549.2695711042479,549.2695711042479,1749176
2025-06-16 18:23:37.023897,551.2727991653652,554.4350968380878,544.0210194428574,551.2727991653652,551.2727991653652,2076014
2025-06-17 18:23:37.023897,551.3579908269778,562.105704211197,544.284072312513,551.3579908269778,551.3579908269778,5314746
2025-06-18 18:23:37.023897,555.4612426117161,558.7967040232668,545.736279008122,555.4612426117161,555.4612426117161,3706561
2025-06-19 18:23:37.023897,556.3471859873762,559.341470566072,550.7503392302465,556.3471859873762,556.3471859873762,2017581
2025-06-20 18:23:37.023897,550.5187763841068,558.7550331149581,542.4662278926702,550.5187763841068,550.5187763841068,3527675
