,Open,High,Low,Close,Adj Close,Volume
2025-03-10 15:34:03.642554,307.41006953749473,310.97823390327267,301.52348013841794,307.41006953749473,307.41006953749473,2168457
2025-03-11 15:34:03.642554,314.4559696583619,318.5823847234887,310.64903433692183,314.4559696583619,314.4559696583619,3668295
2025-03-12 15:34:03.642554,315.2227996864808,318.79183098533997,312.9142062920354,315.2227996864808,315.2227996864808,9172003
2025-03-13 15:34:03.642554,326.5629397545903,328.0046209064217,325.2084776809814,326.5629397545903,326.5629397545903,6136562
2025-03-14 15:34:03.642554,330.5918586538314,331.34847175042853,328.6488220091978,330.5918586538314,330.5918586538314,3485047
2025-03-17 15:34:03.642554,312.68944174214585,318.7443112580747,310.6662388356543,312.68944174214585,312.68944174214585,4297007
2025-03-18 15:34:03.642554,311.7129671060779,316.76327039944783,307.34994501574516,311.7129671060779,311.7129671060779,5402273
2025-03-19 15:34:03.642554,307.90157912949377,309.35053116723134,305.00190874041766,307.90157912949377,307.90157912949377,8521170
2025-03-20 15:34:03.642554,304.45254653949405,310.1097785949043,303.1977509513234,304.45254653949405,304.45254653949405,2391239
2025-03-21 15:34:03.642554,299.18375951258304,303.40721699747877,295.33368715867726,299.18375951258304,299.18375951258304,9070255
2025-03-24 15:34:03.642554,288.7698455219523,293.6288815578164,285.0240650250349,288.7698455219523,288.7698455219523,9646856
2025-03-25 15:34:03.642554,284.090768991072,287.34541633132864,279.63496374193414,284.090768991072,284.090768991072,3121419
2025-03-26 15:34:03.642554,284.45870005989815,287.1559506157552,280.28866473436705,284.45870005989815,284.45870005989815,2678797
2025-03-27 15:34:03.642554,266.0466796120989,268.5349088116701,261.5886435457029,266.0466796120989,266.0466796120989,8400516
2025-03-28 15:34:03.642554,266.4195775156261,268.80607684765215,263.48709135894376,266.4195775156261,266.4195775156261,2599817
2025-03-31 15:34:03.642554,264.38399827946523,269.22553256313665,262.102814517164,264.38399827946523,264.38399827946523,4231565
2025-04-01 15:34:03.642554,273.13066914500223,273.8372304855683,271.4751571907796,273.13066914500223,273.13066914500223,1624243
2025-04-02 15:34:03.642554,267.87911351480096,270.7483500471628,263.56805263388054,267.87911351480096,267.87911351480096,9367517
2025-04-03 15:34:03.642554,263.628411963982,265.04319579382604,262.39916128415524,263.628411963982,263.628411963982,1729434
2025-04-04 15:34:03.642554,259.58330033597275,260.15900139633635,259.5788851733573,259.58330033597275,259.58330033597275,2450484
2025-04-07 15:34:03.642554,259.758192603098,264.29131523805347,259.315589771069,259.758192603098,259.758192603098,6723659
2025-04-08 15:34:03.642554,258.8131596940231,260.6671323541782,254.6893598178795,258.8131596940231,258.8131596940231,9236118
2025-04-09 15:34:03.642554,254.51830927816863,258.219248703969,250.20870298338642,254.51830927816863,254.51830927816863,5298639
2025-04-10 15:34:03.642554,256.2265210372062,259.3213904040034,254.66143444724128,256.2265210372062,256.2265210372062,8030129
2025-04-11 15:34:03.642554,246.27876274879785,246.69740243108177,243.32795176143523,246.27876274879785,246.27876274879785,1816095
2025-04-14 15:34:03.642554,246.61529407324622,247.0182752979989,241.9124006990404,246.61529407324622,246.61529407324622,7944092
2025-04-15 15:34:03.642554,240.54703704034984,243.92277574041202,235.7685148978397,240.54703704034984,240.54703704034984,3025165
2025-04-16 15:34:03.642554,241.52317730405335,245.99611271462152,239.54499763540903,241.52317730405335,241.52317730405335,4656099
2025-04-17 15:34:03.642554,237.0964844580658,239.64412590875878,232.52945835710364,237.0964844580658,237.0964844580658,6526603
2025-04-18 15:34:03.642554,238.4645627695611,241.45455138744165,235.24112654356736,238.4645627695611,238.4645627695611,6446932
2025-04-21 15:34:03.642554,236.4591837845366,240.8293222762792,234.63743863243545,236.4591837845366,236.4591837845366,2865691
2025-04-22 15:34:03.642554,242.77491076654425,246.74151255753554,242.47610723438657,242.77491076654425,242.77491076654425,1950112
2025-04-23 15:34:03.642554,237.62063229433667,241.79087639354327,236.21412712203363,237.62063229433667,237.62063229433667,9744877
2025-04-24 15:34:03.642554,228.83750786532948,232.0087917469865,224.7131217811753,228.83750786532948,228.83750786532948,8475030
2025-04-25 15:34:03.642554,231.52617478141394,233.71418407327553,228.676647067195,231.52617478141394,231.52617478141394,5434187
2025-04-28 15:34:03.642554,226.81449982156596,229.56562966625944,225.963262952137,226.81449982156596,226.81449982156596,3834268
2025-04-29 15:34:03.642554,226.23434749029963,227.74973426176112,223.74546585865104,226.23434749029963,226.23434749029963,2093243
2025-04-30 15:34:03.642554,218.8212280543071,218.88098687859122,216.63887324938753,218.8212280543071,218.8212280543071,9630422
2025-05-01 15:34:03.642554,210.37729050415965,210.60129886238485,207.19372191835123,210.37729050415965,210.37729050415965,8256760
2025-05-02 15:34:03.642554,204.22081712577594,205.83998219621506,201.85867225002846,204.22081712577594,204.22081712577594,6247009
2025-05-05 15:34:03.642554,193.96609803222103,196.30552970947946,190.19722390326461,193.96609803222103,193.96609803222103,5480227
2025-05-06 15:34:03.642554,199.1408374599694,200.4450013511424,195.83997553060735,199.1408374599694,199.1408374599694,2911654
2025-05-07 15:34:03.642554,197.53716200548698,197.9892759043742,195.19047537780366,197.53716200548698,197.53716200548698,4667882
2025-05-08 15:34:03.642554,206.46868852766815,206.68849850962226,202.7175364727986,206.46868852766815,206.46868852766815,2719806
